product_name,product_price,rate,review,summary,sentiment
Fitness Band,853.86,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Tablet Plus,411.38,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Laptop Pro,490.59,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Smartwatch,205.27,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Mechanical Keyboard,620.6,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Mechanical Keyboard,768.67,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
4K Monitor,671.96,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Smartphone X,905.36,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Bluetooth Speaker,547.97,4,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Fitness Band,859.26,5,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Tablet Plus,152.12,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Laptop Pro,44.22,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Laptop Pro,30.35,4,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Fitness Band,704.22,4,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Smartphone X,573.93,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Smartwatch,135.17,4,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Mechanical Keyboard,951.28,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Gaming Mouse,604.55,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Fitness Band,590.1,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Mechanical Keyboard,410.7,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Bluetooth Speaker,96.96,4,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Mechanical Keyboard,467.96,5,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Tablet Plus,860.29,4,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Laptop Pro,24.23,4,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Fitness Band,288.49,4,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Wireless Earbuds,72.03,5,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Laptop Pro,728.62,4,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Smartphone X,194.99,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Wireless Earbuds,263.46,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Smartwatch,459.65,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Gaming Mouse,850.51,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Tablet Plus,870.52,5,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Fitness Band,142.68,5,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Smartphone X,538.0,5,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Wireless Earbuds,820.78,5,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Smartphone X,133.68,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Tablet Plus,404.96,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Laptop Pro,88.52,4,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Bluetooth Speaker,244.24,4,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Laptop Pro,771.14,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Bluetooth Speaker,998.55,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Tablet Plus,113.34,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Gaming Mouse,599.67,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Smartwatch,630.89,4,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Fitness Band,406.04,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Laptop Pro,434.33,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Wireless Earbuds,323.9,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Wireless Earbuds,505.72,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Wireless Earbuds,332.76,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Bluetooth Speaker,310.11,4,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Gaming Mouse,142.67,4,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Gaming Mouse,217.79,4,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Laptop Pro,148.34,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Mechanical Keyboard,954.34,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Gaming Mouse,498.93,5,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Tablet Plus,857.01,5,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Fitness Band,423.21,5,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Smartwatch,641.25,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Bluetooth Speaker,992.3,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Bluetooth Speaker,482.37,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Smartwatch,981.52,4,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Bluetooth Speaker,225.97,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Tablet Plus,391.75,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Wireless Earbuds,395.47,5,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Laptop Pro,315.08,5,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Mechanical Keyboard,763.98,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Smartwatch,958.39,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Mechanical Keyboard,662.09,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Tablet Plus,773.57,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Smartphone X,160.23,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Gaming Mouse,634.43,4,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Mechanical Keyboard,857.73,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Bluetooth Speaker,926.25,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Gaming Mouse,481.78,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Bluetooth Speaker,660.27,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
